itemcode,Year,Month,Country,Sante$_?,Circulaire_?,Type_Commande,Winter,Summer,Stock_Estimated2,Qty
DB07200,2018,11,Canada,YES,Normal,REPEAT,-6.686601495,21.55630435,1.02,102
DB07200,2018,12,Canada,YES,Normal,REPEAT,-6.686601495,21.55630435,0.13,13
DP00060,2014,1,Canada,YES,Normal,REPEAT,-9.538765182,17.99752066,0,0
DP00060,2014,2,Canada,YES,Normal,REPEAT,-9.538765182,17.99752066,0,0
DP00060,2014,3,Canada,YES,Normal,REPEAT,-9.538765182,17.99752066,0,0
DP00060,2014,4,Canada,YES,Normal,REPEAT,-9.538765182,17.99752066,0.84,84
DP00060,2014,5,Canada,YES,Normal,BOOKING,-9.538765182,17.99752066,71.0999999999999,237
DP00060,2014,6,Canada,YES,Normal,BOOKING,-9.538765182,17.99752066,3.6,12
DP00060,2014,7,Canada,YES,Normal,BOOKING,-9.538765182,17.99752066,11.7,39
DP00060,2014,8,Canada,YES,Normal,BOOKING,-9.538765182,17.99752066,31.8,106
DP00060,2014,9,Canada,YES,Normal,BOOKING,-9.538765182,17.99752066,54,180
DP00060,2014,10,Canada,YES,Normal,BOOKING,-9.538765182,17.99752066,31.2,104
DP00060,2014,11,Canada,YES,Normal,REPEAT,-9.538765182,17.99752066,0.05,5
DP00060,2014,12,Canada,YES,Normal,REPEAT,-9.538765182,17.99752066,0.1,10
DP00060,2015,1,Canada,YES,Normal,REPEAT,-6.7039401755,20.835882045,0.1,10
DP00060,2015,2,Canada,YES,Normal,REPEAT,-6.7039401755,20.835882045,0,0
DP00060,2015,3,Canada,YES,Normal,REPEAT,-6.7039401755,20.835882045,0.04,4
DP00060,2015,4,Canada,YES,Normal,REPEAT,-6.7039401755,20.835882045,2.63,263
DP00060,2015,5,Canada,YES,Normal,BOOKING,-6.7039401755,20.835882045,76.4999999999999,255
DP00060,2015,6,Canada,YES,Normal,BOOKING,-6.7039401755,20.835882045,62.7,209
DP00060,2015,7,Canada,YES,Normal,BOOKING,-6.7039401755,20.835882045,16.5,55
DP00060,2015,8,Canada,YES,Normal,BOOKING,-6.7039401755,20.835882045,2.99999999999999,10
DP00060,2015,9,Canada,YES,Normal,BOOKING,-6.7039401755,20.835882045,2.1,7
DP00060,2015,10,Canada,YES,Normal,BOOKING,-6.7039401755,20.835882045,10.5,35
DP00060,2015,11,Canada,YES,Normal,REPEAT,-6.7039401755,20.835882045,0.04,4
DP00060,2015,12,Canada,YES,Normal,REPEAT,-6.7039401755,20.835882045,0.02,2
DP00060,2016,1,Canada,YES,Normal,REPEAT,-5.385864425,17.66981858,0.01,1
DP00060,2016,2,Canada,YES,Normal,REPEAT,-5.385864425,17.66981858,0.16,16
DP00060,2016,3,Canada,YES,Normal,REPEAT,-5.385864425,17.66981858,1.4,140
DP00060,2016,4,Canada,YES,Normal,REPEAT,-5.385864425,17.66981858,2.49,249
DP00060,2016,5,Canada,YES,Normal,BOOKING,-5.385864425,17.66981858,9.59999999999999,32
DP00060,2016,6,Canada,YES,Normal,BOOKING,-5.385864425,17.66981858,0,0
DP00060,2016,7,Canada,YES,Normal,BOOKING,-5.385864425,17.66981858,0.3,1
DP00060,2016,8,Canada,YES,Normal,BOOKING,-5.385864425,17.66981858,0.3,1
DP00060,2016,9,Canada,YES,Normal,BOOKING,-5.385864425,17.66981858,9.6,32
DP00060,2016,10,Canada,YES,Normal,BOOKING,-5.385864425,17.66981858,6,20
DP00060,2016,11,Canada,YES,Normal,REPEAT,-5.385864425,17.66981858,0.1,10
DP00060,2016,12,Canada,YES,Normal,REPEAT,-5.385864425,17.66981858,0.02,2
DP00060,2017,1,Canada,YES,Normal,REPEAT,-6.721400778,17.58809117,0.01,1
DP00060,2017,2,Canada,YES,Normal,REPEAT,-6.721400778,17.58809117,0.62,62
DP00060,2017,3,Canada,YES,Normal,REPEAT,-6.721400778,17.58809117,0.01,1
DP00060,2017,4,Canada,YES,Normal,REPEAT,-6.721400778,17.58809117,0,0
DP00060,2017,5,Canada,YES,Normal,BOOKING,-6.721400778,17.58809117,5.09999999999999,17
DP00060,2017,6,Canada,YES,Normal,BOOKING,-6.721400778,17.58809117,0,0
DP00060,2017,7,Canada,YES,Normal,BOOKING,-6.721400778,17.58809117,0,0
DP00060,2017,8,Canada,YES,Normal,BOOKING,-6.721400778,17.58809117,8.7,29
DP00060,2017,9,Canada,YES,Normal,BOOKING,-6.721400778,17.58809117,0.3,1
DP00060,2017,10,Canada,YES,Normal,BOOKING,-6.721400778,17.58809117,1.2,4
DP00060,2017,11,Canada,YES,Normal,REPEAT,-6.721400778,17.58809117,0.06,6
DP00060,2017,12,Canada,YES,Normal,REPEAT,-6.721400778,17.58809117,0.07,7
DP00060,2018,1,Canada,YES,Normal,REPEAT,-6.686601495,21.55630435,0.02,2
DP00060,2018,2,Canada,YES,Normal,REPEAT,-6.686601495,21.55630435,0.02,2
DP00060,2018,3,Canada,YES,Normal,REPEAT,-6.686601495,21.55630435,0.95,95
DP00060,2018,4,Canada,YES,Normal,REPEAT,-6.686601495,21.55630435,0.07,7
DP00060,2018,5,Canada,YES,Normal,BOOKING,-6.686601495,21.55630435,12,40
DP00060,2018,6,Canada,YES,Normal,BOOKING,-6.686601495,21.55630435,0.3,1
DP00060,2018,7,Canada,YES,Normal,BOOKING,-6.686601495,21.55630435,12.9,43
DP00060,2018,8,Canada,YES,Normal,BOOKING,-6.686601495,21.55630435,29.7,99
DP00060,2018,9,Canada,YES,Normal,BOOKING,-6.686601495,21.55630435,9,30
DP00060,2018,10,Canada,YES,Normal,BOOKING,-6.686601495,21.55630435,25.8,86
DP00060,2018,11,Canada,YES,Normal,REPEAT,-6.686601495,21.55630435,0.57,57
DP00060,2018,12,Canada,YES,Normal,REPEAT,-6.686601495,21.55630435,0.07,7
